randomization,descending_0.01,ascending_0.01,total_0.01,descending_0.02,ascending_0.02,total_0.02,descending_0.05,ascending_0.05,total_0.05,descending_0.1,ascending_0.1,total_0.1,descending_0.2,ascending_0.2,total_0.2,descending_0.3,ascending_0.3,total_0.3,descending_0.5,ascending_0.5,total_0.5
238,10,34,44,67,181,248,434,1572,2006,1953,4774,6727,8058,13028,21086,18381,25388,43769,52487,54483,106970
239,17,34,51,64,167,231,435,1673,2108,1929,4904,6833,8176,13162,21338,18504,25183,43687,52154,54052,106206
240,9,42,51,53,193,246,450,1669,2119,1991,4956,6947,8310,12842,21152,18668,25199,43867,53104,54867,107971
241,11,36,47,61,188,249,451,1638,2089,2075,4776,6851,8534,12855,21389,18737,24790,43527,52752,54051,106803
242,10,31,41,50,179,229,446,1605,2051,1988,4951,6939,8156,12895,21051,18562,25393,43955,52888,55059,107947
243,13,34,47,53,159,212,365,1555,1920,1827,4813,6640,8088,13009,21097,18363,25284,43647,52708,54068,106776
244,11,43,54,60,212,272,410,1765,2175,1957,5105,7062,8052,13453,21505,17922,25539,43461,52569,54985,107554
245,16,40,56,62,164,226,420,1558,1978,1946,5019,6965,8265,13341,21606,18780,25728,44508,53249,55126,108375
246,9,41,50,48,166,214,436,1530,1966,1994,4940,6934,8055,13161,21216,18282,25419,43701,52150,54116,106266
247,11,41,52,49,178,227,384,1644,2028,1911,4862,6773,8226,13146,21372,18384,25654,44038,52820,55301,108121
248,9,39,48,49,186,235,410,1625,2035,1936,4593,6529,8254,12891,21145,18851,25299,44150,53062,54680,107742
249,9,36,45,49,168,217,413,1612,2025,1972,4833,6805,8285,12691,20976,18680,24265,42945,53190,53379,106569
250,8,42,50,43,181,224,457,1687,2144,1947,5008,6955,8181,13219,21400,18090,25366,43456,52125,54723,106848
251,9,34,43,44,192,236,434,1562,1996,1935,4792,6727,8254,13405,21659,18492,25617,44109,52365,55535,107900
252,15,36,51,60,159,219,442,1476,1918,1961,4756,6717,8276,12883,21159,18359,25093,43452,52349,54134,106483
253,13,38,51,59,192,251,414,1707,2121,1899,4848,6747,8336,13175,21511,18800,25453,44253,52952,55073,108025
254,11,40,51,67,192,259,459,1571,2030,2017,4821,6838,8309,13511,21820,18683,25695,44378,53323,55256,108579
255,16,45,61,68,202,270,457,1659,2116,1991,4905,6896,8481,13365,21846,18868,25765,44633,53260,54734,107994
256,11,36,47,64,195,259,438,1672,2110,1999,4893,6892,8326,13081,21407,18633,25123,43756,53152,54287,107439
257,7,30,37,58,175,233,412,1594,2006,1889,4782,6671,8298,13018,21316,18680,25363,44043,53170,54565,107735
258,5,19,24,64,144,208,409,1541,1950,1898,4790,6688,8034,12752,20786,18091,24920,43011,52175,53941,106116
259,18,37,55,62,182,244,466,1599,2065,1973,4897,6870,8398,12964,21362,19045,25094,44139,53555,54959,108514
260,7,41,48,42,204,246,393,1579,1972,1882,4886,6768,8219,13211,21430,18930,25815,44745,53799,54342,108141
261,8,45,53,61,195,256,411,1602,2013,1970,4802,6772,8392,12929,21321,18813,25027,43840,52972,54444,107416
262,10,40,50,45,156,201,381,1514,1895,1821,4659,6480,7844,12817,20661,18104,25147,43251,51779,53655,105434
263,12,30,42,51,181,232,396,1654,2050,1911,4737,6648,8202,12830,21032,18300,25106,43406,52454,54322,106776
264,12,45,57,77,177,254,452,1578,2030,1998,4885,6883,8286,13240,21526,18489,26095,44584,52354,55384,107738
265,16,40,56,96,186,282,469,1615,2084,1984,4983,6967,7989,13431,21420,17938,25652,43590,51703,55155,106858
266,14,34,48,60,149,209,453,1553,2006,1995,4758,6753,8447,13076,21523,18710,25194,43904,52044,54309,106353
267,6,46,52,50,196,246,420,1629,2049,1979,4884,6863,8304,13167,21471,18453,25573,44026,52194,55077,107271
268,11,36,47,60,174,234,396,1548,1944,1931,4783,6714,8230,13039,21269,18647,24984,43631,52759,54021,106780
269,10,44,54,48,161,209,420,1593,2013,1867,4952,6819,8149,13108,21257,18636,25628,44264,52940,55494,108434
270,14,32,46,55,174,229,421,1663,2084,1911,4948,6859,7927,13328,21255,18097,25566,43663,52583,55256,107839
271,8,42,50,65,173,238,431,1619,2050,1935,4905,6840,8437,13346,21783,18579,25658,44237,52454,55026,107480
272,9,46,55,57,189,246,429,1701,2130,2015,4946,6961,8481,13417,21898,18861,25518,44379,52475,54958,107433
273,14,38,52,52,178,230,440,1711,2151,2012,4873,6885,8300,13290,21590,18770,25388,44158,53928,54801,108729
274,14,41,55,66,166,232,424,1638,2062,1869,4679,6548,8467,12690,21157,18542,25102,43644,52376,53938,106314
275,13,37,50,66,196,262,408,1582,1990,1863,4985,6848,8129,13444,21573,18191,25498,43689,52428,54869,107297
276,7,35,42,47,157,204,429,1572,2001,2015,4715,6730,8372,12848,21220,18865,25169,44034,52720,54562,107282
277,14,27,41,61,166,227,454,1608,2062,1938,4858,6796,8204,13304,21508,18420,25416,43836,52964,55004,107968
278,17,35,52,55,167,222,418,1646,2064,2018,4932,6950,8289,13302,21591,18635,25896,44531,52975,54592,107567
279,9,33,42,66,168,234,422,1628,2050,1862,4893,6755,8057,12852,20909,18404,24736,43140,53016,53745,106761
280,18,23,41,70,153,223,413,1626,2039,1897,4995,6892,8166,13327,21493,18466,25720,44186,52377,54950,107327
281,10,40,50,60,166,226,449,1541,1990,1991,4726,6717,8382,12998,21380,18864,25393,44257,53274,54493,107767
282,11,35,46,68,178,246,417,1486,1903,1857,4767,6624,8079,12738,20817,18356,24806,43162,52080,54028,106108
283,8,27,35,57,166,223,445,1668,2113,1978,4951,6929,8357,13240,21597,18433,25098,43531,52571,54394,106965
284,5,31,36,53,130,183,421,1501,1922,1943,4644,6587,8190,12901,21091,18419,24965,43384,52909,54536,107445
285,14,50,64,66,210,276,441,1738,2179,1899,5151,7050,8162,13614,21776,18187,25693,43880,52728,55316,108044
286,17,29,46,59,153,212,426,1554,1980,1874,4684,6558,8115,12893,21008,18376,25039,43415,52525,54029,106554
287,13,37,50,62,155,217,447,1575,2022,1970,4915,6885,8295,13474,21769,18509,25474,43983,52927,55196,108123
288,11,32,43,57,195,252,430,1663,2093,1933,4920,6853,8318,13219,21537,18392,25375,43767,52150,55073,107223
289,6,29,35,59,161,220,428,1534,1962,1926,4762,6688,8127,12974,21101,18384,25378,43762,51909,54464,106373
290,5,39,44,46,173,219,426,1635,2061,1913,4984,6897,8309,13374,21683,18828,25408,44236,53745,55244,108989
291,11,44,55,46,188,234,387,1695,2082,1878,4984,6862,8107,13085,21192,18117,25110,43227,52608,54377,106985
292,12,36,48,58,186,244,413,1649,2062,2064,4843,6907,8511,13307,21818,18329,25866,44195,52639,54954,107593
293,7,29,36,64,166,230,462,1557,2019,1957,4957,6914,8237,13201,21438,18939,25631,44570,52885,55369,108254
294,24,44,68,79,167,246,441,1591,2032,1923,4874,6797,8198,13160,21358,18698,25352,44050,52773,54771,107544
295,5,43,48,57,169,226,414,1550,1964,1853,4869,6722,8071,13109,21180,18282,25615,43897,52355,54673,107028
296,8,34,42,57,162,219,442,1675,2117,2011,4800,6811,8321,13169,21490,18726,25453,44179,52973,55030,108003
297,5,25,30,44,192,236,421,1532,1953,2001,4727,6728,8212,13303,21515,18534,25855,44389,52581,54967,107548
298,15,40,55,68,162,230,403,1550,1953,1902,4515,6417,8104,12815,20919,18235,25091,43326,52384,54081,106465
299,12,35,47,65,169,234,413,1648,2061,1941,5000,6941,8253,13223,21476,18525,25624,44149,52900,55301,108201
300,12,29,41,68,158,226,433,1546,1979,1901,4843,6744,8066,13174,21240,18339,25183,43522,52335,54039,106374
301,12,25,37,45,155,200,429,1551,1980,1908,4781,6689,8190,12763,20953,18374,25107,43481,51680,54322,106002
302,15,31,46,69,146,215,441,1565,2006,1952,4728,6680,8201,13134,21335,18414,25219,43633,52567,54763,107330
303,12,34,46,46,155,201,405,1547,1952,1845,4715,6560,8094,13019,21113,18315,25077,43392,52991,54040,107031
304,10,27,37,44,153,197,430,1575,2005,1915,4893,6808,8142,13188,21330,18488,25070,43558,53041,54328,107369
305,11,41,52,76,160,236,458,1573,2031,1932,4813,6745,8328,13065,21393,18911,25331,44242,53606,53985,107591
306,11,32,43,61,189,250,398,1568,1966,1817,4828,6645,7898,13183,21081,17896,25111,43007,51397,54509,105906
307,11,43,54,60,180,240,416,1596,2012,1915,4823,6738,8223,13036,21259,18227,25558,43785,52619,54267,106886
308,10,34,44,65,193,258,393,1597,1990,1921,4796,6717,8368,12896,21264,18542,24846,43388,52892,53942,106834
309,13,37,50,66,158,224,437,1434,1871,2001,4517,6518,8280,12503,20783,18218,24768,42986,52487,54226,106713
310,10,39,49,60,158,218,389,1575,1964,1899,4861,6760,8347,13329,21676,18529,25508,44037,53186,54903,108089
311,8,41,49,58,178,236,429,1584,2013,1949,4835,6784,8247,13035,21282,19010,25358,44368,54114,54771,108885
312,12,33,45,47,152,199,420,1536,1956,1989,4735,6724,8146,12908,21054,18647,24737,43384,52158,53321,105479
313,9,30,39,58,185,243,413,1752,2165,1841,4833,6674,8203,13178,21381,18793,25389,44182,53159,53758,106917
314,11,33,44,69,176,245,438,1543,1981,2065,4888,6953,8483,13020,21503,18824,25345,44169,53041,55603,108644
315,10,51,61,48,196,244,421,1659,2080,1959,4768,6727,8185,12984,21169,18511,25307,43818,52826,55181,108007
316,13,31,44,67,155,222,396,1608,2004,1916,4851,6767,8035,13129,21164,18298,25440,43738,51813,54929,106742
317,10,33,43,62,175,237,414,1600,2014,1777,4882,6659,8132,13341,21473,18324,25286,43610,52930,54357,107287
318,8,32,40,64,173,237,429,1675,2104,1997,5048,7045,8369,13814,22183,18672,26388,45060,53265,55483,108748
319,7,32,39,50,186,236,433,1585,2018,1958,4876,6834,8291,13009,21300,18844,25293,44137,52735,54397,107132
320,14,36,50,64,183,247,469,1599,2068,2044,4688,6732,8432,12958,21390,18633,25283,43916,52747,54204,106951
321,8,42,50,43,171,214,419,1571,1990,2008,4849,6857,8216,13282,21498,18584,25308,43892,52744,55089,107833
322,12,40,52,59,171,230,407,1552,1959,1935,4751,6686,8174,12885,21059,18257,25227,43484,52361,53765,106126
323,11,28,39,66,142,208,422,1543,1965,2015,4778,6793,8284,13165,21449,18711,25405,44116,52898,54885,107783
324,8,42,50,57,190,247,423,1726,2149,2004,5021,7025,8159,13426,21585,18381,25975,44356,52256,54998,107254
325,8,45,53,54,194,248,437,1611,2048,2065,4825,6890,8426,13086,21512,18542,25471,44013,53025,55366,108391
326,7,33,40,61,147,208,435,1538,1973,1970,4861,6831,8505,13036,21541,18721,25535,44256,52743,55177,107920
327,12,38,50,70,176,246,419,1721,2140,1880,4985,6865,8197,13509,21706,18776,26058,44834,53027,55465,108492
328,10,46,56,60,194,254,409,1606,2015,1940,4851,6791,8199,13058,21257,18760,25674,44434,53145,54968,108113
329,15,41,56,73,172,245,461,1538,1999,2054,4895,6949,8445,13277,21722,18976,25463,44439,53031,55266,108297
330,7,24,31,53,148,201,454,1558,2012,1946,4692,6638,8247,12868,21115,18897,24687,43584,53104,54245,107349
331,11,38,49,52,163,215,419,1621,2040,1895,4876,6771,8207,13355,21562,18570,25246,43816,52880,54292,107172
332,11,28,39,61,127,188,430,1515,1945,1969,4693,6662,8208,13251,21459,18349,25200,43549,53082,54419,107501
333,11,35,46,68,167,235,462,1662,2124,2060,4873,6933,8668,12957,21625,18921,25391,44312,52951,55235,108186
334,17,35,52,68,157,225,452,1575,2027,1909,4822,6731,8035,13190,21225,18418,25327,43745,51836,54751,106587
335,10,32,42,60,150,210,406,1608,2014,1935,4895,6830,8216,13125,21341,18350,25603,43953,52633,54868,107501
336,13,29,42,68,162,230,492,1577,2069,1934,4734,6668,7960,13127,21087,18402,25295,43697,52677,54389,107066
337,13,36,49,63,156,219,438,1509,1947,1863,4643,6506,8213,12729,20942,18549,24899,43448,52314,53429,105743
338,4,34,38,49,166,215,423,1510,1933,1943,4418,6361,8297,12784,21081,18589,24961,43550,52493,54282,106775
339,5,33,38,54,153,207,446,1542,1988,1933,4668,6601,8203,12978,21181,18495,24985,43480,53000,54246,107246
340,8,45,53,64,173,237,435,1615,2050,2000,4844,6844,8324,13034,21358,18635,25244,43879,52943,54558,107501
341,7,35,42,50,186,236,375,1473,1848,1900,4752,6652,8247,12955,21202,18733,25669,44402,52815,54519,107334
342,9,30,39,47,190,237,448,1629,2077,1955,5076,7031,8283,13247,21530,18552,25542,44094,52656,54528,107184
343,10,33,43,44,170,214,417,1512,1929,1986,4606,6592,8391,12605,20996,18827,24503,43330,53364,54042,107406
344,10,46,56,59,175,234,429,1542,1971,1964,4711,6675,8467,13019,21486,19034,25519,44553,53325,55208,108533
345,18,43,61,60,178,238,487,1692,2179,1981,4814,6795,8162,13241,21403,18275,25506,43781,52106,54703,106809
346,12,44,56,78,204,282,444,1695,2139,1963,4952,6915,8287,13283,21570,18634,25233,43867,52771,54621,107392
347,7,37,44,58,188,246,436,1511,1947,1958,4646,6604,8297,12758,21055,18501,24748,43249,52840,53799,106639
348,13,40,53,56,163,219,445,1525,1970,1952,4850,6802,8230,13086,21316,18589,25462,44051,52772,54877,107649
349,13,34,47,64,196,260,427,1546,1973,1969,4653,6622,8155,12899,21054,18388,25073,43461,52379,54145,106524
350,9,34,43,45,164,209,368,1533,1901,1828,4701,6529,7918,12960,20878,18178,25370,43548,52080,54109,106189
351,7,42,49,55,159,214,407,1511,1918,1903,4715,6618,8525,13305,21830,18951,25813,44764,53359,55012,108371
352,11,27,38,52,178,230,439,1506,1945,1915,4870,6785,8314,13183,21497,18707,25296,44003,52928,54766,107694
353,11,43,54,67,184,251,454,1662,2116,2076,4919,6995,8302,13096,21398,18184,25080,43264,52524,54524,107048
354,11,39,50,54,166,220,381,1658,2039,1823,4831,6654,8168,12790,20958,18535,25267,43802,52876,54738,107614
355,6,37,43,47,158,205,415,1568,1983,1975,4763,6738,8331,13003,21334,18381,25005,43386,52968,54604,107572
356,15,32,47,62,161,223,384,1526,1910,1870,4643,6513,8060,13283,21343,17975,25610,43585,52166,54499,106665
357,8,32,40,59,160,219,446,1660,2106,1922,4968,6890,8273,13719,21992,18714,26217,44931,53151,55371,108522
358,12,26,38,58,142,200,449,1570,2019,1967,4762,6729,8438,13045,21483,18950,25282,44232,52971,54784,107755
359,8,41,49,58,190,248,424,1544,1968,1888,4580,6468,8147,12851,20998,18392,24836,43228,52707,54069,106776
360,7,29,36,56,170,226,380,1582,1962,1945,4892,6837,8562,12892,21454,18621,25359,43980,52395,54348,106743
361,18,36,54,55,148,203,433,1539,1972,1900,4797,6697,8131,12996,21127,18494,25038,43532,52047,53706,105753
362,10,32,42,73,162,235,459,1696,2155,1990,4913,6903,7992,13238,21230,18270,25683,43953,52171,55067,107238
363,17,37,54,72,171,243,433,1546,1979,2036,4775,6811,8418,12802,21220,19188,24970,44158,54225,53986,108211
364,9,33,42,54,169,223,403,1490,1893,1857,4561,6418,7945,13022,20967,17984,25343,43327,51774,54139,105913
365,14,35,49,67,167,234,418,1554,1972,1922,4694,6616,8252,12993,21245,18505,25181,43686,52678,54611,107289
366,15,32,47,64,170,234,430,1633,2063,1889,4866,6755,8319,13324,21643,18717,25784,44501,53587,54850,108437
367,9,33,42,62,156,218,461,1518,1979,2001,4811,6812,8479,12929,21408,19152,25122,44274,53489,54241,107730
368,14,43,57,52,179,231,454,1666,2120,1997,4818,6815,8224,12892,21116,18431,25157,43588,52555,54734,107289
369,12,45,57,56,177,233,449,1551,2000,1891,4734,6625,8119,13018,21137,18317,25302,43619,52432,55169,107601
370,6,37,43,50,169,219,422,1624,2046,1972,4962,6934,8304,12953,21257,18993,25159,44152,53268,54649,107917
371,6,33,39,66,166,232,468,1501,1969,2033,4686,6719,8207,12677,20884,18787,25048,43835,53357,54443,107800
372,15,39,54,59,175,234,449,1583,2032,1892,4835,6727,8256,13232,21488,18639,25934,44573,52576,55609,108185
373,14,30,44,67,157,224,458,1613,2071,2075,4984,7059,8288,13126,21414,18424,25471,43895,52547,54676,107223
374,11,31,42,61,162,223,412,1557,1969,1873,4711,6584,8146,13264,21410,18641,25483,44124,52286,54659,106945
375,11,33,44,62,169,231,415,1529,1944,1998,4910,6908,8205,12982,21187,18244,25211,43455,52626,54114,106740
376,15,34,49,54,162,216,407,1579,1986,1885,4778,6663,8087,12757,20844,18381,24550,42931,52602,54181,106783
377,13,36,49,54,192,246,420,1707,2127,1900,4982,6882,8537,13456,21993,18752,25946,44698,53075,55068,108143
378,11,29,40,65,177,242,390,1616,2006,1915,4881,6796,8228,13018,21246,18609,25351,43960,52451,54272,106723
379,5,43,48,46,201,247,425,1700,2125,2022,5059,7081,8210,13481,21691,18850,25438,44288,53298,55047,108345
380,10,33,43,49,152,201,404,1660,2064,2025,4937,6962,8275,13451,21726,18505,25630,44135,53183,55224,108407
381,16,47,63,71,198,269,413,1668,2081,1893,4929,6822,8095,13496,21591,18032,25450,43482,51527,54685,106212
382,7,38,45,54,164,218,436,1561,1997,1905,4822,6727,8270,13138,21408,18755,25657,44412,52914,54629,107543
383,9,31,40,55,137,192,383,1527,1910,1848,4674,6522,8263,12815,21078,18364,24787,43151,52518,54355,106873
384,9,42,51,51,199,250,417,1638,2055,1856,4863,6719,8019,13081,21100,18475,25462,43937,52987,54806,107793
385,19,30,49,66,162,228,452,1523,1975,1990,4708,6698,8498,13060,21558,18974,25218,44192,53656,53746,107402
386,11,31,42,55,162,217,428,1525,1953,2037,4621,6658,8307,12467,20774,18508,24937,43445,52618,55368,107986
387,11,25,36,52,133,185,425,1698,2123,1888,4753,6641,8313,12852,21165,18445,24957,43402,52698,54438,107136
388,13,31,44,55,149,204,438,1601,2039,1971,4732,6703,8240,12900,21140,18461,25063,43524,51977,54807,106784
389,9,37,46,51,176,227,414,1596,2010,1933,4693,6626,8177,12866,21043,18180,24594,42774,53134,54213,107347
390,10,31,41,50,140,190,399,1571,1970,1886,4775,6661,8251,13361,21612,18469,25831,44300,52588,54840,107428
391,12,42,54,53,172,225,431,1578,2009,1935,4889,6824,8307,13251,21558,18603,25319,43922,52579,54888,107467
392,13,46,59,69,206,275,454,1602,2056,2007,4708,6715,8305,12753,21058,18671,24722,43393,52546,54013,106559
393,12,38,50,59,188,247,407,1586,1993,2024,4820,6844,8332,12785,21117,18706,24906,43612,53038,53879,106917
394,8,33,41,49,175,224,401,1505,1906,1869,4778,6647,8198,12801,20999,18418,24776,43194,52083,54011,106094
395,3,22,25,54,140,194,430,1476,1906,1995,4516,6511,8372,12897,21269,18552,24821,43373,52483,54143,106626
396,13,43,56,68,181,249,457,1711,2168,1978,5122,7100,8249,13442,21691,18747,25743,44490,53215,55339,108554
397,12,40,52,65,190,255,403,1655,2058,1857,5045,6902,7948,13442,21390,18395,25983,44378,51750,54666,106416
398,7,41,48,48,195,243,409,1588,1997,1930,4824,6754,8078,13220,21298,18397,25135,43532,52759,55108,107867
399,8,34,42,59,184,243,409,1662,2071,1988,4923,6911,8431,13320,21751,19129,25258,44387,53733,55006,108739
400,13,45,58,68,172,240,471,1585,2056,1990,4913,6903,8297,13301,21598,18673,25409,44082,52427,55000,107427
401,11,37,48,48,174,222,366,1688,2054,1911,4925,6836,7888,13627,21515,18302,26096,44398,52113,55646,107759
402,13,39,52,52,177,229,427,1683,2110,1962,4807,6769,8145,13225,21370,18437,25312,43749,52607,55119,107726
403,11,50,61,50,192,242,400,1704,2104,1971,5077,7048,8114,13396,21510,18516,26051,44567,52456,55159,107615
404,10,29,39,58,164,222,416,1563,1979,1863,4661,6524,8115,12845,20960,18543,25303,43846,52500,54556,107056
405,12,31,43,53,161,214,471,1566,2037,1975,4738,6713,8255,13157,21412,18412,25447,43859,52354,54257,106611
406,15,29,44,58,157,215,425,1455,1880,1949,4680,6629,8251,12952,21203,18924,25066,43990,53039,54979,108018
407,12,37,49,55,188,243,449,1678,2127,2019,5098,7117,8518,13567,22085,18959,25638,44597,52951,54555,107506
408,13,41,54,64,194,258,436,1592,2028,2011,4707,6718,8283,13037,21320,18817,25329,44146,53114,54714,107828
409,17,35,52,66,177,243,509,1605,2114,2029,4693,6722,8674,12900,21574,19480,25175,44655,54211,54036,108247
410,18,35,53,77,163,240,434,1578,2012,1994,4786,6780,8275,13324,21599,18226,25469,43695,53056,55104,108160
411,15,33,48,58,174,232,420,1566,1986,1926,4640,6566,8193,12826,21019,18142,24973,43115,52888,54175,107063
412,13,30,43,59,164,223,420,1682,2102,1888,5069,6957,8210,13501,21711,18422,25727,44149,52632,55082,107714
413,13,37,50,42,196,238,393,1633,2026,1814,4941,6755,8024,13392,21416,18045,25756,43801,52287,55656,107943
414,9,35,44,56,190,246,388,1626,2014,1901,4850,6751,7994,13318,21312,17998,25958,43956,52292,55720,108012
415,11,48,59,37,176,213,419,1523,1942,1885,4827,6712,8164,12773,20937,18636,24865,43501,52791,53805,106596
416,13,30,43,60,156,216,450,1573,2023,1875,4698,6573,8159,13143,21302,18307,25421,43728,52102,54430,106532
417,8,32,40,55,155,210,432,1610,2042,1828,4739,6567,7982,12983,20965,18251,25217,43468,52834,54586,107420
418,14,41,55,52,167,219,419,1558,1977,2016,4564,6580,8355,12778,21133,18605,25003,43608,52175,54523,106698
419,19,37,56,70,195,265,449,1606,2055,1950,4741,6691,8297,12897,21194,18711,25613,44324,53175,55786,108961
420,12,34,46,64,183,247,463,1650,2113,1968,4954,6922,8175,13274,21449,18253,25869,44122,51708,55321,107029
421,11,34,45,70,165,235,448,1549,1997,2022,4765,6787,8413,12870,21283,18847,24723,43570,52753,54314,107067
422,10,46,56,71,162,233,405,1677,2082,1923,4999,6922,8442,13551,21993,18773,25604,44377,53446,54727,108173
423,9,38,47,54,161,215,430,1664,2094,1893,4831,6724,7946,12939,20885,18393,25144,43537,52997,53858,106855
424,6,39,45,57,157,214,411,1560,1971,1884,4721,6605,8065,12960,21025,18298,25584,43882,53151,54559,107710
425,11,32,43,57,154,211,439,1575,2014,1926,4698,6624,8230,13144,21374,18809,25287,44096,52365,54510,106875
426,15,24,39,64,148,212,406,1552,1958,1914,4807,6721,8269,13032,21301,18504,25481,43985,53210,55086,108296
427,9,43,52,43,155,198,416,1616,2032,1829,4648,6477,8088,12982,21070,18415,25276,43691,52723,54229,106952
428,17,33,50,64,163,227,443,1638,2081,1960,4896,6856,8354,13166,21520,18341,25619,43960,52779,54811,107590
429,15,44,59,56,198,254,402,1492,1894,1940,4533,6473,8242,12547,20789,18327,24694,43021,52223,53908,106131
430,16,35,51,57,173,230,447,1531,1978,1993,4712,6705,8377,12994,21371,18673,25008,43681,53066,54183,107249
431,9,39,48,50,196,246,421,1593,2014,1936,4858,6794,8261,13027,21288,18331,25276,43607,52079,54481,106560
432,23,33,56,69,173,242,428,1533,1961,1933,4684,6617,8360,12818,21178,18575,25258,43833,53363,54325,107688
433,12,46,58,49,203,252,443,1542,1985,1957,4743,6700,8046,13224,21270,18359,25475,43834,52355,54288,106643
434,11,39,50,53,182,235,427,1592,2019,1916,4871,6787,8381,13252,21633,18859,25216,44075,53645,54070,107715
435,13,49,62,57,182,239,426,1592,2018,1878,4727,6605,8105,13038,21143,18509,25440,43949,52839,54640,107479
436,18,33,51,69,178,247,432,1636,2068,1817,4816,6633,7819,12956,20775,18040,25190,43230,52134,54365,106499
437,11,33,44,58,161,219,409,1656,2065,1997,4889,6886,8209,13373,21582,18597,25874,44471,52884,55062,107946
438,12,45,57,43,166,209,397,1567,1964,1981,4776,6757,8218,12935,21153,18346,25062,43408,52679,54398,107077
439,7,49,56,56,185,241,417,1658,2075,1880,4854,6734,8130,12965,21095,18147,25425,43572,52471,54297,106768
440,15,42,57,70,189,259,455,1669,2124,1918,5191,7109,8244,13622,21866,18752,26029,44781,53459,55445,108904
441,7,35,42,58,185,243,394,1628,2022,1886,4847,6733,8003,13200,21203,18196,26074,44270,52200,54996,107196
442,14,40,54,76,193,269,475,1558,2033,1932,4664,6596,8455,12589,21044,18620,24954,43574,52292,54160,106452
443,12,36,48,59,153,212,399,1627,2026,1836,4816,6652,8041,12985,21026,18222,25326,43548,52045,54781,106826
444,16,43,59,62,193,255,444,1587,2031,1994,4741,6735,8128,13008,21136,18438,25032,43470,52705,54004,106709
445,11,30,41,63,171,234,508,1708,2216,2033,4924,6957,8216,13163,21379,18555,25333,43888,53446,54608,108054
446,14,34,48,53,176,229,412,1531,1943,1925,4658,6583,8285,12764,21049,18650,25095,43745,53196,54431,107627
447,7,30,37,44,151,195,414,1466,1880,1874,4589,6463,8130,12380,20510,18439,24449,42888,52268,53754,106022
448,11,30,41,58,149,207,399,1509,1908,1886,4790,6676,8412,12791,21203,18573,24814,43387,52959,54374,107333
449,11,40,51,61,177,238,435,1514,1949,1981,4622,6603,8441,12903,21344,18702,25164,43866,53077,54260,107337
450,15,32,47,70,160,230,457,1564,2021,2058,4731,6789,8503,13042,21545,18736,24977,43713,52729,53971,106700
451,7,47,54,43,182,225,420,1536,1956,1881,4835,6716,8222,12848,21070,18576,24828,43404,52905,54487,107392
452,9,47,56,53,198,251,396,1642,2038,1868,4880,6748,8223,13167,21390,18558,25351,43909,52599,54592,107191
453,13,38,51,56,181,237,404,1507,1911,1921,4639,6560,8395,12863,21258,18753,24991,43744,52521,54531,107052
454,12,38,50,66,170,236,398,1618,2016,1814,4969,6783,8181,13501,21682,18467,25809,44276,52461,55863,108324
455,12,37,49,53,166,219,411,1590,2001,1884,4942,6826,8312,13356,21668,18639,26027,44666,52653,55478,108131
456,9,28,37,51,180,231,437,1780,2217,1912,5233,7145,8093,13707,21800,18672,25850,44522,52713,55144,107857
457,10,37,47,59,166,225,442,1588,2030,1862,4923,6785,8134,13265,21399,18089,26129,44218,52234,55911,108145
458,9,33,42,52,170,222,395,1610,2005,1900,4839,6739,8279,12781,21060,18344,25111,43455,52875,54033,106908
459,14,32,46,73,159,232,442,1519,1961,1978,4636,6614,8321,12905,21226,18779,24995,43774,53226,54514,107740
460,12,32,44,71,180,251,480,1478,1958,2022,4739,6761,8364,12669,21033,19122,25080,44202,52501,54095,106596
461,16,35,51,55,182,237,409,1643,2052,1926,4998,6924,8021,12729,20750,18438,25137,43575,53385,54185,107570
462,16,36,52,62,184,246,442,1586,2028,1918,4846,6764,8362,13203,21565,18782,25693,44475,52700,55150,107850
463,10,50,60,58,185,243,406,1596,2002,1914,4726,6640,8449,12921,21370,18748,24842,43590,52747,54135,106882
464,13,28,41,50,138,188,426,1480,1906,1861,4600,6461,7928,12838,20766,17990,25132,43122,52208,54555,106763
465,8,40,48,41,175,216,442,1601,2043,1947,4871,6818,8163,13029,21192,18591,25294,43885,53237,54726,107963
466,16,32,48,59,185,244,438,1526,1964,1869,4918,6787,8158,13390,21548,18535,25421,43956,52625,54527,107152
467,13,30,43,53,153,206,431,1464,1895,1947,4720,6667,8491,13254,21745,18886,25255,44141,53477,54923,108400
468,12,47,59,69,175,244,457,1528,1985,2016,4759,6775,8727,13044,21771,19105,25156,44261,52542,54662,107204
469,13,44,57,67,203,270,465,1693,2158,2057,5005,7062,8444,13402,21846,18578,25609,44187,53072,55422,108494
470,14,32,46,57,164,221,405,1536,1941,1952,4802,6754,8524,13371,21895,18817,25258,44075,53309,54945,108254
471,13,38,51,47,160,207,437,1584,2021,1972,4727,6699,8049,13120,21169,18335,24500,42835,52755,54491,107246
472,12,38,50,56,189,245,445,1704,2149,1958,5185,7143,8140,13565,21705,18541,25816,44357,53264,54710,107974
473,7,36,43,61,168,229,474,1653,2127,1917,4790,6707,8192,13084,21276,18740,25382,44122,52870,54613,107483
474,9,34,43,47,174,221,412,1710,2122,1894,4825,6719,8058,13055,21113,18277,25256,43533,52801,54970,107771
475,15,33,48,62,174,236,481,1549,2030,1993,4769,6762,8424,12749,21173,18875,25184,44059,52657,54608,107265
