node,cell_type,side,direction,edges,price_um,lost_flow,lost_flow_brain_to_vnc,lost_flow_vnc_to_brain,value,value_per_mm
AN19B024|R,AN19B024,R,ascending,33,18918.34,1,0,1,1,0.05
AN02A001|L,AN02A001,L,ascending,66,38582.12,1,0,1,1,0.03
DNg16|R,DNg16,R,descending,22,10629.73,0,1,0,1,0.09
AN19B076|L,AN19B076,L,ascending,8,5056.67,1,0,1,1,0.20
DNpe011|R,DNpe011,R,descending,7,4656.04,1,1,0,1,0.21
DNpe015|R,DNpe015,R,descending,35,23934.73,1,1,0,1,0.04
AN19B076|R,AN19B076,R,ascending,2,1228.71,1,0,1,1,0.81
AN06B048|L,AN06B048,L,ascending,2,1581.88,1,0,1,1,0.63
AN06B048|R,AN06B048,R,ascending,4,2857.08,1,0,1,1,0.35
DNpe030|R,DNpe030,R,descending,22,14722.52,0,1,0,1,0.07
AN06B051|L,AN06B051,L,ascending,14,7830.19,1,0,1,1,0.13
AN27X024|R,AN27X024,R,ascending,39,19330.20,1,0,1,1,0.05
DNpe035|R,DNpe035,R,descending,3,2173.20,1,1,0,1,0.46
AN27X013|L,AN27X013,L,ascending,11,6595.79,1,0,1,1,0.15
AN19B093|R,AN19B093,R,ascending,19,11434.37,1,0,1,1,0.09
DNg82|R,DNg82,R,descending,12,6718.63,1,1,0,1,0.15
DNg89|L,DNg89,L,descending,6,2376.50,1,1,0,1,0.42
AN03B050|L,AN03B050,L,ascending,25,19526.85,1,0,1,1,0.05
AN03B050|R,AN03B050,R,ascending,17,13173.61,1,0,1,1,0.08
AN19B039|R,AN19B039,R,ascending,9,5646.54,1,0,1,1,0.18
AN06B089|L,AN06B089,L,ascending,11,5962.13,1,0,1,1,0.17
DNg96|L,DNg96,L,descending,18,11142.85,1,1,0,1,0.09
ANXXX169|R,ANXXX169,R,ascending,18,13776.67,1,0,1,1,0.07
ANXXX068|L,ANXXX068,L,ascending,23,18518.24,1,0,1,1,0.05
AN19A038|L,AN19A038,L,ascending,29,13652.03,1,0,1,1,0.07
DNp43|R,DNp43,R,descending,36,21288.45,0,1,0,1,0.05
AN07B072_d|L,AN07B072_d,L,ascending,4,2827.86,0,0,0,0,0.00
AN07B072_d|R,AN07B072_d,R,ascending,8,5732.33,0,0,0,0,0.00
AN07B072_f|L,AN07B072_f,L,ascending,4,3093.26,0,0,0,0,0.00
AN07B072_f|R,AN07B072_f,R,ascending,3,2204.44,0,0,0,0,0.00
AN07B076|L,AN07B076,L,ascending,2,1179.93,0,0,0,0,0.00
AN07B078_a|L,AN07B078_a,L,ascending,3,1172.96,0,0,0,0,0.00
AN07B078_a|R,AN07B078_a,R,ascending,3,1055.57,0,0,0,0,0.00
AN07B078_b|L,AN07B078_b,L,ascending,2,673.24,0,0,0,0,0.00
AN07B078_b|R,AN07B078_b,R,ascending,3,1074.43,0,0,0,0,0.00
AN07B082_a|L,AN07B082_a,L,ascending,4,1086.88,0,0,0,0,0.00
AN07B082_a|R,AN07B082_a,R,ascending,5,1567.97,0,0,0,0,0.00
AN07B082_b|L,AN07B082_b,L,ascending,4,1377.46,0,0,0,0,0.00
AN07B082_b|R,AN07B082_b,R,ascending,5,1684.77,0,0,0,0,0.00
AN07B082_c|L,AN07B082_c,L,ascending,3,806.23,0,0,0,0,0.00
AN07B082_c|R,AN07B082_c,R,ascending,4,1551.10,0,0,0,0,0.00
AN07B082_d|L,AN07B082_d,L,ascending,3,951.57,0,0,0,0,0.00
AN07B082_d|R,AN07B082_d,R,ascending,2,818.34,0,0,0,0,0.00
AN07B085|L,AN07B085,L,ascending,9,6553.69,0,0,0,0,0.00
AN07B085|R,AN07B085,R,ascending,5,3690.66,0,0,0,0,0.00
AN07B089|L,AN07B089,L,ascending,17,11814.42,0,0,0,0,0.00
AN07B089|R,AN07B089,R,ascending,19,13127.02,0,0,0,0,0.00
AN07B091|R,AN07B091,R,ascending,7,2564.90,0,0,0,0,0.00
AN07B097|R,AN07B097,R,ascending,10,3964.61,0,0,0,0,0.00
AN07B100|R,AN07B100,R,ascending,2,1251.43,0,0,0,0,0.00
AN07B101_a|L,AN07B101_a,L,ascending,12,4582.64,0,0,0,0,0.00
AN07B101_a|R,AN07B101_a,R,ascending,15,6212.68,0,0,0,0,0.00
AN07B101_b|L,AN07B101_b,L,ascending,7,2421.88,0,0,0,0,0.00
AN07B101_b|R,AN07B101_b,R,ascending,6,2502.53,0,0,0,0,0.00
AN07B101_c|L,AN07B101_c,L,ascending,13,5287.49,0,0,0,0,0.00
AN07B101_c|R,AN07B101_c,R,ascending,13,5246.71,0,0,0,0,0.00
AN07B106|L,AN07B106,L,ascending,18,7277.36,0,0,0,0,0.00
AN07B106|R,AN07B106,R,ascending,18,3370.08,0,0,0,0,0.00
AN07B110|L,AN07B110,L,ascending,2,695.67,0,0,0,0,0.00
AN07B110|R,AN07B110,R,ascending,2,783.80,0,0,0,0,0.00
AN07B116|L,AN07B116,L,ascending,1,433.70,0,0,0,0,0.00
AN08B005|L,AN08B005,L,ascending,1,771.15,0,0,0,0,0.00
AN08B007|L,AN08B007,L,ascending,33,25672.31,0,0,0,0,0.00
AN08B007|R,AN08B007,R,ascending,33,25359.49,0,0,0,0,0.00
AN08B009|L,AN08B009,L,ascending,20,10533.16,0,0,0,0,0.00
AN08B009|R,AN08B009,R,ascending,20,11362.99,0,0,0,0,0.00
AN08B010|L,AN08B010,L,ascending,12,7216.67,0,0,0,0,0.00
AN08B010|R,AN08B010,R,ascending,13,8380.80,0,0,0,0,0.00
AN08B012|L,AN08B012,L,ascending,43,29808.33,0,0,0,0,0.00
AN08B012|R,AN08B012,R,ascending,47,32768.41,0,0,0,0,0.00
AN08B013|L,AN08B013,L,ascending,14,7197.57,0,0,0,0,0.00
AN08B013|R,AN08B013,R,ascending,14,7326.13,0,0,0,0,0.00
AN08B014|L,AN08B014,L,ascending,17,6541.39,0,0,0,0,0.00
AN08B014|R,AN08B014,R,ascending,12,4867.44,0,0,0,0,0.00
AN08B015|L,AN08B015,L,ascending,6,4304.91,0,0,0,0,0.00
AN08B015|R,AN08B015,R,ascending,6,4512.32,0,0,0,0,0.00
AN08B016|L,AN08B016,L,ascending,10,8029.08,0,0,0,0,0.00
AN08B016|R,AN08B016,R,ascending,6,5085.63,0,0,0,0,0.00
AN08B018|L,AN08B018,L,ascending,135,86491.27,0,0,0,0,0.00
AN08B018|R,AN08B018,R,ascending,128,81640.22,0,0,0,0,0.00
AN08B020|L,AN08B020,L,ascending,28,13166.34,0,0,0,0,0.00
AN08B020|R,AN08B020,R,ascending,28,13316.97,0,0,0,0,0.00
AN08B022|L,AN08B022,L,ascending,32,18999.19,0,0,0,0,0.00
AN08B022|R,AN08B022,R,ascending,34,20478.97,0,0,0,0,0.00
AN08B023|L,AN08B023,L,ascending,9,4581.53,0,0,0,0,0.00
AN08B023|R,AN08B023,R,ascending,6,2964.16,0,0,0,0,0.00
AN08B024|L,AN08B024,L,ascending,81,49817.46,0,0,0,0,0.00
AN08B024|R,AN08B024,R,ascending,72,44801.71,0,0,0,0,0.00
AN08B025|L,AN08B025,L,ascending,34,26689.96,0,0,0,0,0.00
AN08B025|R,AN08B025,R,ascending,34,26236.12,0,0,0,0,0.00
AN08B026|L,AN08B026,L,ascending,41,23843.78,0,0,0,0,0.00
AN08B026|R,AN08B026,R,ascending,42,26006.50,0,0,0,0,0.00
AN08B027|L,AN08B027,L,ascending,13,4848.42,0,0,0,0,0.00
AN08B027|R,AN08B027,R,ascending,21,8463.22,0,0,0,0,0.00
AN08B028|L,AN08B028,L,ascending,31,21880.38,0,0,0,0,0.00
AN08B028|R,AN08B028,R,ascending,31,22343.91,0,0,0,0,0.00
AN08B031|L,AN08B031,L,ascending,4,1625.14,0,0,0,0,0.00
AN08B031|R,AN08B031,R,ascending,3,1281.11,0,0,0,0,0.00
AN08B032|L,AN08B032,L,ascending,15,7280.54,0,0,0,0,0.00
AN08B032|R,AN08B032,R,ascending,15,7727.40,0,0,0,0,0.00
AN08B034|L,AN08B034,L,ascending,46,29117.35,0,0,0,0,0.00
AN08B034|R,AN08B034,R,ascending,37,21201.41,0,0,0,0,0.00
AN08B035|R,AN08B035,R,ascending,1,404.11,0,0,0,0,0.00
AN08B041|R,AN08B041,R,ascending,2,934.72,0,0,0,0,0.00
AN08B043|L,AN08B043,L,ascending,1,333.60,0,0,0,0,0.00
AN08B048|L,AN08B048,L,ascending,3,811.06,0,0,0,0,0.00
AN08B049|L,AN08B049,L,ascending,3,1039.55,0,0,0,0,0.00
AN08B049|R,AN08B049,R,ascending,5,2098.17,0,0,0,0,0.00
AN08B050|L,AN08B050,L,ascending,3,1227.92,0,0,0,0,0.00
AN08B050|R,AN08B050,R,ascending,1,436.61,0,0,0,0,0.00
AN08B053|L,AN08B053,L,ascending,1,222.74,0,0,0,0,0.00
AN08B057|L,AN08B057,L,ascending,8,2407.11,0,0,0,0,0.00
AN08B057|R,AN08B057,R,ascending,8,2903.89,0,0,0,0,0.00
AN08B059|L,AN08B059,L,ascending,5,2120.83,0,0,0,0,0.00
AN08B059|R,AN08B059,R,ascending,6,2398.58,0,0,0,0,0.00
AN08B066|L,AN08B066,L,ascending,3,1342.23,0,0,0,0,0.00
AN08B066|R,AN08B066,R,ascending,3,1427.12,0,0,0,0,0.00
AN08B069|L,AN08B069,L,ascending,9,3335.78,0,0,0,0,0.00
AN08B069|R,AN08B069,R,ascending,7,2823.12,0,0,0,0,0.00
AN08B074|L,AN08B074,L,ascending,38,16120.91,0,0,0,0,0.00
AN08B074|R,AN08B074,R,ascending,41,17604.79,0,0,0,0,0.00
AN08B079_a|L,AN08B079_a,L,ascending,16,11363.35,0,0,0,0,0.00
AN08B079_a|R,AN08B079_a,R,ascending,17,12553.81,0,0,0,0,0.00
AN08B079_b|L,AN08B079_b,L,ascending,7,5247.31,0,0,0,0,0.00
AN08B079_b|R,AN08B079_b,R,ascending,12,8946.35,0,0,0,0,0.00
AN08B081|L,AN08B081,L,ascending,4,1152.50,0,0,0,0,0.00
AN08B081|R,AN08B081,R,ascending,2,717.61,0,0,0,0,0.00
AN08B084|L,AN08B084,L,ascending,33,13995.91,0,0,0,0,0.00
AN08B084|R,AN08B084,R,ascending,33,14368.91,0,0,0,0,0.00
AN08B086|L,AN08B086,L,ascending,10,3603.93,0,0,0,0,0.00
AN08B086|R,AN08B086,R,ascending,4,1567.31,0,0,0,0,0.00
AN08B089|L,AN08B089,L,ascending,1,449.72,0,0,0,0,0.00
AN08B094|L,AN08B094,L,ascending,1,437.57,0,0,0,0,0.00
AN08B095|L,AN08B095,L,ascending,1,360.43,0,0,0,0,0.00
AN08B096|L,AN08B096,L,ascending,2,871.67,0,0,0,0,0.00
AN08B097|L,AN08B097,L,ascending,13,3759.70,0,0,0,0,0.00
AN08B097|R,AN08B097,R,ascending,9,3134.43,0,0,0,0,0.00
AN08B098|L,AN08B098,L,ascending,5,1543.03,0,0,0,0,0.00
AN08B098|R,AN08B098,R,ascending,5,1562.25,0,0,0,0,0.00
AN08B099_a|R,AN08B099_a,R,ascending,1,373.05,0,0,0,0,0.00
AN08B099_c|L,AN08B099_c,L,ascending,2,680.27,0,0,0,0,0.00
AN08B099_c|R,AN08B099_c,R,ascending,2,704.34,0,0,0,0,0.00
AN08B099_d|L,AN08B099_d,L,ascending,1,241.38,0,0,0,0,0.00
AN08B099_d|R,AN08B099_d,R,ascending,1,258.74,0,0,0,0,0.00
AN08B099_e|L,AN08B099_e,L,ascending,1,240.58,0,0,0,0,0.00
AN08B099_e|R,AN08B099_e,R,ascending,2,526.62,0,0,0,0,0.00
AN08B099_f|L,AN08B099_f,L,ascending,3,681.60,0,0,0,0,0.00
AN08B099_f|R,AN08B099_f,R,ascending,3,741.10,0,0,0,0,0.00
AN08B099_g|L,AN08B099_g,L,ascending,4,1131.63,0,0,0,0,0.00
AN08B099_g|R,AN08B099_g,R,ascending,3,876.57,0,0,0,0,0.00
AN08B099_h|L,AN08B099_h,L,ascending,3,938.83,0,0,0,0,0.00
AN08B099_h|R,AN08B099_h,R,ascending,4,1346.06,0,0,0,0,0.00
AN08B099_i|L,AN08B099_i,L,ascending,2,776.07,0,0,0,0,0.00
AN08B099_j|R,AN08B099_j,R,ascending,4,1607.43,0,0,0,0,0.00
AN08B100|L,AN08B100,L,ascending,7,4768.39,0,0,0,0,0.00
AN08B100|R,AN08B100,R,ascending,10,6770.18,0,0,0,0,0.00
AN08B101|L,AN08B101,L,ascending,7,2261.44,0,0,0,0,0.00
AN08B101|R,AN08B101,R,ascending,6,1949.81,0,0,0,0,0.00
AN08B102|L,AN08B102,L,ascending,2,453.54,0,0,0,0,0.00
AN08B103|L,AN08B103,L,ascending,16,3961.23,0,0,0,0,0.00
AN08B103|R,AN08B103,R,ascending,10,2750.38,0,0,0,0,0.00
AN08B106|L,AN08B106,L,ascending,8,2883.00,0,0,0,0,0.00
AN08B106|R,AN08B106,R,ascending,7,2719.56,0,0,0,0,0.00
AN08B107|L,AN08B107,L,ascending,2,599.88,0,0,0,0,0.00
AN08B107|R,AN08B107,R,ascending,3,797.86,0,0,0,0,0.00
AN08B109|L,AN08B109,L,ascending,1,366.54,0,0,0,0,0.00
AN08B109|R,AN08B109,R,ascending,2,738.84,0,0,0,0,0.00
AN08B110|L,AN08B110,L,ascending,9,2491.50,0,0,0,0,0.00
AN08B110|R,AN08B110,R,ascending,12,3446.48,0,0,0,0,0.00
AN08B111|L,AN08B111,L,ascending,13,4789.52,0,0,0,0,0.00
AN08B111|R,AN08B111,R,ascending,12,4545.75,0,0,0,0,0.00
AN08B112|L,AN08B112,L,ascending,18,6172.19,0,0,0,0,0.00
AN08B112|R,AN08B112,R,ascending,18,7157.72,0,0,0,0,0.00
AN08B113|L,AN08B113,L,ascending,8,2744.64,0,0,0,0,0.00
AN08B113|R,AN08B113,R,ascending,11,3537.18,0,0,0,0,0.00
AN09A005|L,AN09A005,L,ascending,5,2797.74,0,0,0,0,0.00
AN09A005|R,AN09A005,R,ascending,5,3001.48,0,0,0,0,0.00
AN09A007|L,AN09A007,L,ascending,7,3821.64,0,0,0,0,0.00
AN09A007|R,AN09A007,R,ascending,6,2043.45,0,0,0,0,0.00
AN09B002|L,AN09B002,L,ascending,32,18874.87,0,0,0,0,0.00
AN09B002|R,AN09B002,R,ascending,21,12074.84,0,0,0,0,0.00
AN09B003|L,AN09B003,L,ascending,16,10945.87,0,0,0,0,0.00
AN09B003|R,AN09B003,R,ascending,17,11259.55,0,0,0,0,0.00
AN09B004|L,AN09B004,L,ascending,123,103899.51,0,0,0,0,0.00
AN09B004|R,AN09B004,R,ascending,110,90962.15,0,0,0,0,0.00
AN09B006|L,AN09B006,L,ascending,8,3197.25,0,0,0,0,0.00
AN09B006|R,AN09B006,R,ascending,5,2070.48,0,0,0,0,0.00
AN09B007|L,AN09B007,L,ascending,16,12241.34,0,0,0,0,0.00
AN09B007|R,AN09B007,R,ascending,11,7947.88,0,0,0,0,0.00
AN09B009|L,AN09B009,L,ascending,20,16786.16,0,0,0,0,0.00
AN09B009|R,AN09B009,R,ascending,20,15783.01,0,0,0,0,0.00
AN09B011|L,AN09B011,L,ascending,23,17994.89,0,0,0,0,0.00
AN09B011|R,AN09B011,R,ascending,27,21322.89,0,0,0,0,0.00
AN09B012|L,AN09B012,L,ascending,34,28917.19,0,0,0,0,0.00
AN09B012|R,AN09B012,R,ascending,34,28799.13,0,0,0,0,0.00
AN09B013|L,AN09B013,L,ascending,10,9287.72,0,0,0,0,0.00
AN09B013|R,AN09B013,R,ascending,9,8221.78,0,0,0,0,0.00
AN09B014|L,AN09B014,L,ascending,12,6554.27,0,0,0,0,0.00
AN09B014|R,AN09B014,R,ascending,9,4780.90,0,0,0,0,0.00
AN09B015|L,AN09B015,L,ascending,35,20428.54,0,0,0,0,0.00
AN09B015|R,AN09B015,R,ascending,37,20044.05,0,0,0,0,0.00
AN09B016|L,AN09B016,L,ascending,32,20032.45,0,0,0,0,0.00
AN09B016|R,AN09B016,R,ascending,27,16236.18,0,0,0,0,0.00
AN09B017a|L,AN09B017a,L,ascending,21,13352.86,0,0,0,0,0.00
AN09B017a|R,AN09B017a,R,ascending,22,13905.99,0,0,0,0,0.00
AN09B017b|L,AN09B017b,L,ascending,30,5529.83,0,0,0,0,0.00
AN09B017b|R,AN09B017b,R,ascending,30,25291.01,0,0,0,0,0.00
AN09B017c|L,AN09B017c,L,ascending,14,12439.99,0,0,0,0,0.00
AN09B017c|R,AN09B017c,R,ascending,14,11648.69,0,0,0,0,0.00
AN09B017d|L,AN09B017d,L,ascending,26,24578.16,0,0,0,0,0.00
AN09B017d|R,AN09B017d,R,ascending,24,23092.40,0,0,0,0,0.00
AN09B017e|L,AN09B017e,L,ascending,40,37615.10,0,0,0,0,0.00
AN09B017e|R,AN09B017e,R,ascending,43,39704.21,0,0,0,0,0.00
AN09B017f|L,AN09B017f,L,ascending,36,34235.40,0,0,0,0,0.00
AN09B017f|R,AN09B017f,R,ascending,37,35093.55,0,0,0,0,0.00
AN09B017g|L,AN09B017g,L,ascending,35,32713.40,0,0,0,0,0.00
AN09B017g|R,AN09B017g,R,ascending,39,7753.00,0,0,0,0,0.00
AN09B018|L,AN09B018,L,ascending,42,34185.98,0,5,0,0,0.00
AN09B018|R,AN09B018,R,ascending,41,33050.45,0,6,0,0,0.00
AN09B019|L,AN09B019,L,ascending,29,21387.18,0,0,0,0,0.00
AN09B019|R,AN09B019,R,ascending,28,19980.62,0,0,0,0,0.00
AN09B020|L,AN09B020,L,ascending,4,1499.88,0,0,0,0,0.00
AN09B020|R,AN09B020,R,ascending,2,741.89,0,0,0,0,0.00
AN09B021|L,AN09B021,L,ascending,5,2341.48,0,0,0,0,0.00
AN09B021|R,AN09B021,R,ascending,4,1871.09,0,0,0,0,0.00
AN09B023|L,AN09B023,L,ascending,38,31792.99,0,0,0,0,0.00
AN09B023|R,AN09B023,R,ascending,44,35275.40,0,0,0,0,0.00
AN09B024|L,AN09B024,L,ascending,23,12724.86,0,0,0,0,0.00
AN09B024|R,AN09B024,R,ascending,24,12155.83,0,0,0,0,0.00
AN09B026|L,AN09B026,L,ascending,28,16382.13,0,0,0,0,0.00
AN09B026|R,AN09B026,R,ascending,26,14693.21,0,0,0,0,0.00
AN09B027|L,AN09B027,L,ascending,23,18067.62,0,0,0,0,0.00
AN09B027|R,AN09B027,R,ascending,20,15663.70,0,0,0,0,0.00
AN09B028|L,AN09B028,L,ascending,2,987.11,0,0,0,0,0.00
AN09B028|R,AN09B028,R,ascending,7,3291.48,0,0,0,0,0.00
AN09B029|L,AN09B029,L,ascending,17,14089.49,0,0,0,0,0.00
AN09B029|R,AN09B029,R,ascending,18,14417.00,0,0,0,0,0.00
AN09B030|L,AN09B030,L,ascending,3,1427.95,0,0,0,0,0.00
AN09B030|R,AN09B030,R,ascending,3,1453.60,0,0,0,0,0.00
AN09B031|L,AN09B031,L,ascending,19,11661.31,0,0,0,0,0.00
AN09B031|R,AN09B031,R,ascending,14,8360.46,0,0,0,0,0.00
AN09B032|L,AN09B032,L,ascending,3,1368.02,0,0,0,0,0.00
AN09B032|R,AN09B032,R,ascending,6,2661.43,0,0,0,0,0.00
AN09B033|L,AN09B033,L,ascending,47,40822.45,0,0,0,0,0.00
AN09B033|R,AN09B033,R,ascending,43,36194.96,0,0,0,0,0.00
AN09B034|L,AN09B034,L,ascending,33,8390.42,0,0,0,0,0.00
AN09B034|R,AN09B034,R,ascending,33,24162.22,0,0,0,0,0.00
AN09B035|L,AN09B035,L,ascending,6,3039.29,0,0,0,0,0.00
AN09B035|R,AN09B035,R,ascending,5,2633.89,0,0,0,0,0.00
AN09B036|L,AN09B036,L,ascending,11,8449.45,0,0,0,0,0.00
AN09B036|R,AN09B036,R,ascending,8,2685.56,0,0,0,0,0.00
AN09B037|L,AN09B037,L,ascending,16,13689.45,0,0,0,0,0.00
AN09B037|R,AN09B037,R,ascending,20,16474.35,0,0,0,0,0.00
AN09B040|L,AN09B040,L,ascending,4,1747.72,0,0,0,0,0.00
AN09B040|R,AN09B040,R,ascending,4,2166.66,0,0,0,0,0.00
AN09B042|L,AN09B042,L,ascending,6,5528.30,0,0,0,0,0.00
AN09B042|R,AN09B042,R,ascending,6,5386.73,0,0,0,0,0.00
AN09B044|L,AN09B044,L,ascending,1,805.71,0,0,0,0,0.00
AN09B044|R,AN09B044,R,ascending,1,664.49,0,0,0,0,0.00
AN09B059|L,AN09B059,L,ascending,42,20347.08,0,0,0,0,0.00
AN09B059|R,AN09B059,R,ascending,32,15379.56,0,0,0,0,0.00
AN09B060|L,AN09B060,L,ascending,36,28698.49,0,0,0,0,0.00
AN09B060|R,AN09B060,R,ascending,36,28418.16,0,0,0,0,0.00
AN10B005|L,AN10B005,L,ascending,39,18708.93,0,0,0,0,0.00
AN10B005|R,AN10B005,R,ascending,39,19352.14,0,0,0,0,0.00
AN10B015|L,AN10B015,L,ascending,17,9430.35,0,0,0,0,0.00
AN10B015|R,AN10B015,R,ascending,15,8264.70,0,0,0,0,0.00
AN10B017|L,AN10B017,L,ascending,39,22875.68,0,0,0,0,0.00
AN10B017|R,AN10B017,R,ascending,29,16107.86,0,0,0,0,0.00
AN10B018|L,AN10B018,L,ascending,27,21529.70,0,0,0,0,0.00
AN10B018|R,AN10B018,R,ascending,19,14569.77,0,0,0,0,0.00
AN10B019|L,AN10B019,L,ascending,14,7952.46,0,0,0,0,0.00
AN10B019|R,AN10B019,R,ascending,13,8364.06,0,0,0,0,0.00
AN10B020|L,AN10B020,L,ascending,32,18539.79,0,0,0,0,0.00
AN10B020|R,AN10B020,R,ascending,29,17482.29,0,0,0,0,0.00
AN10B021|L,AN10B021,L,ascending,16,8801.79,0,0,0,0,0.00
AN10B021|R,AN10B021,R,ascending,14,7633.51,0,0,0,0,0.00
AN10B022|L,AN10B022,L,ascending,32,19075.17,0,0,0,0,0.00
AN10B022|R,AN10B022,R,ascending,24,14150.68,0,0,0,0,0.00
AN10B024|L,AN10B024,L,ascending,23,15782.30,0,0,0,0,0.00
AN10B024|R,AN10B024,R,ascending,23,15917.23,0,0,0,0,0.00
AN10B025|L,AN10B025,L,ascending,2,746.17,0,0,0,0,0.00
AN10B026|L,AN10B026,L,ascending,15,6954.66,0,0,0,0,0.00
AN10B026|R,AN10B026,R,ascending,14,7082.39,0,0,0,0,0.00
AN10B027|L,AN10B027,L,ascending,37,22460.21,0,0,0,0,0.00
AN10B027|R,AN10B027,R,ascending,40,24718.03,0,0,0,0,0.00
AN10B029|L,AN10B029,L,ascending,31,18785.60,0,0,0,0,0.00
AN10B029|R,AN10B029,R,ascending,31,18734.23,0,0,0,0,0.00
AN10B033|L,AN10B033,L,ascending,26,17140.32,0,0,0,0,0.00
AN10B033|R,AN10B033,R,ascending,24,15178.14,0,0,0,0,0.00
AN10B034|L,AN10B034,L,ascending,6,3610.13,0,0,0,0,0.00
AN10B034|R,AN10B034,R,ascending,4,2647.01,0,0,0,0,0.00
AN10B035|L,AN10B035,L,ascending,5,3192.86,0,0,0,0,0.00
AN10B035|R,AN10B035,R,ascending,5,3310.25,0,0,0,0,0.00
AN10B037|L,AN10B037,L,ascending,6,3352.69,0,0,0,0,0.00
AN10B037|R,AN10B037,R,ascending,1,575.22,0,0,0,0,0.00
AN10B039|L,AN10B039,L,ascending,3,1513.62,0,0,0,0,0.00
AN10B039|R,AN10B039,R,ascending,3,1564.66,0,0,0,0,0.00
AN10B045|L,AN10B045,L,ascending,29,18316.48,0,0,0,0,0.00
AN10B045|R,AN10B045,R,ascending,33,21566.93,0,0,0,0,0.00
AN10B046|L,AN10B046,L,ascending,5,1954.39,0,0,0,0,0.00
AN10B046|R,AN10B046,R,ascending,1,471.47,0,0,0,0,0.00
AN10B047|L,AN10B047,L,ascending,31,19507.63,0,0,0,0,0.00
AN10B047|R,AN10B047,R,ascending,27,17276.16,0,0,0,0,0.00
AN10B048|L,AN10B048,L,ascending,19,10774.40,0,0,0,0,0.00
AN10B048|R,AN10B048,R,ascending,19,10840.47,0,0,0,0,0.00
AN10B053|L,AN10B053,L,ascending,34,20418.39,0,0,0,0,0.00
AN10B053|R,AN10B053,R,ascending,29,18342.45,0,0,0,0,0.00
AN12A003|L,AN12A003,L,ascending,8,6061.45,0,0,0,0,0.00
AN12A003|R,AN12A003,R,ascending,9,6634.59,0,0,0,0,0.00
AN12A017|L,AN12A017,L,ascending,2,955.09,0,0,0,0,0.00
AN12B001|L,AN12B001,L,ascending,34,18916.86,0,0,0,0,0.00
AN12B001|R,AN12B001,R,ascending,27,15574.82,0,0,0,0,0.00
AN12B004|L,AN12B004,L,ascending,54,40781.48,0,0,0,0,0.00
AN12B004|R,AN12B004,R,ascending,56,40240.62,0,0,0,0,0.00
AN12B005|L,AN12B005,L,ascending,10,8132.17,0,0,0,0,0.00
AN12B005|R,AN12B005,R,ascending,4,3115.14,0,0,0,0,0.00
AN12B006|L,AN12B006,L,ascending,8,6496.83,0,0,0,0,0.00
AN12B006|R,AN12B006,R,ascending,7,5879.21,0,0,0,0,0.00
AN12B008|L,AN12B008,L,ascending,6,3502.45,0,0,0,0,0.00
AN12B008|R,AN12B008,R,ascending,8,4651.25,0,0,0,0,0.00
AN12B011|L,AN12B011,L,ascending,12,5431.89,0,0,0,0,0.00
AN12B011|R,AN12B011,R,ascending,12,5686.44,0,0,0,0,0.00
AN12B019|L,AN12B019,L,ascending,29,20160.20,0,0,0,0,0.00
AN12B019|R,AN12B019,R,ascending,27,18772.85,0,0,0,0,0.00
AN12B055|L,AN12B055,L,ascending,4,1980.26,0,0,0,0,0.00
AN12B055|R,AN12B055,R,ascending,8,4004.14,0,0,0,0,0.00
AN12B060|L,AN12B060,L,ascending,2,1039.79,0,0,0,0,0.00
AN12B060|R,AN12B060,R,ascending,1,510.78,0,0,0,0,0.00
AN12B076|L,AN12B076,L,ascending,9,4200.21,0,0,0,0,0.00
AN12B076|R,AN12B076,R,ascending,4,1920.01,0,0,0,0,0.00
AN12B080|L,AN12B080,L,ascending,3,1222.59,0,0,0,0,0.00
AN12B080|R,AN12B080,R,ascending,3,1278.39,0,0,0,0,0.00
AN12B089|L,AN12B089,L,ascending,2,857.11,0,0,0,0,0.00
AN13B002|L,AN13B002,L,ascending,4,2820.55,0,0,0,0,0.00
AN13B002|R,AN13B002,R,ascending,3,2028.52,0,0,0,0,0.00
AN14A003|L,AN14A003,L,ascending,6,3793.39,0,0,0,0,0.00
AN14A003|R,AN14A003,R,ascending,7,4769.13,0,0,0,0,0.00
AN16B078_a|L,AN16B078_a,L,ascending,2,510.26,0,0,0,0,0.00
AN16B078_a|R,AN16B078_a,R,ascending,3,835.18,0,0,0,0,0.00
AN16B078_b|R,AN16B078_b,R,ascending,1,248.55,0,0,0,0,0.00
AN16B112|L,AN16B112,L,ascending,10,2692.87,0,0,0,0,0.00
AN16B116|L,AN16B116,L,ascending,6,1671.74,0,0,0,0,0.00
AN16B116|R,AN16B116,R,ascending,7,1937.94,0,0,0,0,0.00
AN17A002|L,AN17A002,L,ascending,24,16732.22,0,0,0,0,0.00
AN17A002|R,AN17A002,R,ascending,22,16545.25,0,0,0,0,0.00
AN17A003|L,AN17A003,L,ascending,34,16705.28,0,0,0,0,0.00
AN17A003|R,AN17A003,R,ascending,37,17659.93,0,0,0,0,0.00
AN17A004|L,AN17A004,L,ascending,12,5938.23,0,0,0,0,0.00
AN17A004|R,AN17A004,R,ascending,13,6067.89,0,0,0,0,0.00
AN17A008|L,AN17A008,L,ascending,38,24508.02,0,0,0,0,0.00
AN17A008|R,AN17A008,R,ascending,37,24874.45,0,0,0,0,0.00
AN17A009|L,AN17A009,L,ascending,6,4277.71,0,0,0,0,0.00
